,target
29429,1
31247,0
27133,0
8969,0
14454,0
10104,0
38268,0
31306,0
2878,0
34830,0
38450,0
32199,0
15931,0
24515,0
28704,0
14676,1
2911,0
10405,0
30748,0
27221,1
3748,0
40312,0
2812,0
13563,0
26086,0
31990,0
15426,0
20569,1
27411,0
28035,0
39449,0
22512,0
7987,0
19641,0
15183,0
39470,0
19995,1
28207,0
15851,0
39042,0
28312,0
23054,0
33288,0
28096,0
7899,0
22669,0
31444,0
2945,0
5178,1
20521,1
37081,0
21775,0
25449,0
43172,0
25205,1
29708,0
20966,0
15069,0
41230,0
26690,0
12348,0
23590,0
11558,0
32482,0
20296,0
18403,0
40593,0
6376,0
1153,0
34730,0
43218,1
27723,0
39419,0
2175,1
7934,1
2242,0
3757,0
33260,0
40475,0
40290,0
5992,0
14570,0
42656,1
12633,0
2623,1
13415,0
25641,0
18404,0
42958,0
20501,0
39694,0
2851,0
14150,0
32818,0
26243,0
29489,0
38738,1
33727,0
1911,0
28899,0
31945,0
38079,0
36941,0
25800,0
26998,0
3976,0
864,1
43149,0
2845,0
37258,0
6124,1
10163,0
37035,1
33259,0
31363,0
34929,0
16605,0
28241,0
17878,1
39209,0
24107,0
36409,0
18947,0
13396,0
40637,0
10537,0
4488,0
10027,0
26251,0
28987,0
38752,0
10278,0
20324,0
2217,0
340,0
16844,0
38377,1
5287,0
12151,0
33368,0
11008,0
29445,0
40889,0
29317,0
28918,1
33832,1
32161,0
5793,0
11767,0
29348,0
23788,0
36901,0
7442,0
1904,0
37037,0
26474,0
10810,0
617,1
12128,0
20885,0
11156,0
24379,0
38686,1
33798,1
26066,0
23428,0
17542,0
14151,0
11232,0
42322,0
10192,0
41538,0
8892,0
8772,0
11701,0
14988,0
41662,1
30010,0
39878,0
41752,1
18070,1
27973,1
39030,0
37432,0
4211,0
18881,0
21008,0
11321,0
38907,0
17863,0
2635,0
3210,1
16175,0
40033,0
28222,0
31581,0
4995,0
41792,1
42010,1
22800,0
19491,0
17738,1
40526,1
42333,0
32918,0
21991,0
20806,0
22198,0
40522,1
34060,1
30629,0
12570,0
10915,0
13271,0
41502,0
17945,1
2775,0
18769,0
42593,0
18226,0
35122,0
10549,0
63,0
39938,0
12383,0
18266,0
19007,1
25261,1
3766,1
7499,0
41269,0
43092,0
29694,0
8405,0
43079,0
17071,0
35852,0
21367,0
35205,0
42336,0
15191,0
36144,0
14465,0
36762,0
38419,0
7003,0
41359,0
18250,0
40261,0
18674,0
8256,1
28812,0
37390,0
37655,0
8830,0
360,1
12645,0
31663,0
24919,0
12122,0
27925,0
4689,0
22573,0
14937,0
7224,0
19909,1
31069,0
3968,0
32185,0
40827,0
27055,0
7522,0
35045,0
18583,0
39190,0
11451,0
12783,0
43097,0
2418,0
38352,0
30202,0
33353,0
25210,1
40040,0
6128,1
42965,0
15302,0
19346,0
30586,0
38397,0
27970,1
7867,0
31127,0
31925,0
13110,0
2026,0
15054,0
37147,0
8643,0
23853,1
2906,0
10368,0
560,0
37668,0
34714,0
29610,0
15362,0
30807,0
2230,0
13021,0
42653,1
35226,0
28813,0
41837,1
13488,0
29724,0
7540,0
17381,0
37981,0
24605,0
32981,0
10960,0
35488,0
6171,1
7692,0
3589,0
4893,0
43045,0
16116,0
23605,0
33304,0
3916,1
22695,0
24628,1
2458,0
42128,1
33080,0
9735,1
21625,0
2155,1
24375,0
11113,1
11010,0
18205,0
20228,0
18963,0
23064,0
31493,0
33207,0
4790,0
2532,0
29101,0
27713,0
35808,0
8187,0
11842,0
9786,0
2936,0
30878,1
4495,0
36079,0
24857,0
4208,0
29323,0
38032,0
8591,0
42397,0
35598,0
12261,1
17361,0
27365,0
9700,0
13540,0
40476,0
16568,0
2260,0
18035,0
19364,0
32451,0
21421,0
12916,0
30759,0
7915,0
5984,0
36932,0
27218,1
6167,1
10156,0
40411,0
29304,0
38972,0
4832,0
32861,0
14562,0
40816,0
34025,1
2707,0
36865,0
6715,0
10338,0
42824,0
31974,0
37908,0
11115,0
10677,0
6225,0
33770,1
6745,0
15125,0
16809,1
29614,0
33783,0
10291,0
25834,1
36800,0
11985,0
33030,0
15122,0
6230,0
18612,0
27997,0
15646,0
26044,0
17962,1
660,1
25789,0
583,1
10297,0
35783,1
15306,0
19564,0
30255,0
4190,0
7624,0
16972,0
20878,0
32190,0
42935,0
6911,1
21593,0
4578,0
22974,0
18659,0
28495,0
34818,0
41574,0
32045,0
16418,0
28809,0
7701,0
15717,0
41194,1
36575,0
6082,1
31744,0
43202,0
23819,0
21835,0
40680,0
20833,0
14631,0
18693,0
12369,0
30684,0
15764,0
42522,0
39984,0
22743,0
38698,0
11976,0
16816,0
25575,0
31380,0
197,0
21164,0
30215,0
26317,0
20331,1
20488,0
17455,0
33985,0
22603,0
30696,0
27458,1
28434,0
21392,0
41288,0
40832,0
20029,0
12038,0
42508,0
26030,0
5682,0
23831,0
37263,0
28693,0
7679,0
12199,0
26362,0
26799,1
4328,0
19980,1
40830,0
21796,0
23243,0
24096,0
37942,0
3654,0
26023,0
30830,0
14416,0
341,0
23621,0
17927,1
40126,0
38008,0
33551,1
21633,0
30167,1
23837,0
1751,0
3819,0
31110,0
10409,0
10747,1
40823,0
6632,1
5045,0
12794,1
31633,0
636,0
35216,0
35829,0
7195,0
43289,1
41541,0
2708,0
29322,0
21755,0
21224,0
17575,1
15828,0
4415,1
17902,1
12923,0
35731,1
14912,0
38441,0
33791,0
25399,0
12018,0
19041,0
5950,0
8264,1
41111,0
21870,0
21386,0
34349,0
15075,0
7334,0
27368,0
23360,0
35559,0
42092,0
16838,0
26252,0
6351,0
17682,1
21773,0
15265,0
36257,1
556,0
28337,0
26253,0
27441,1
1574,1
5246,1
39716,0
1698,0
4168,0
25845,0
21148,0
432,1
25852,0
12829,0
30777,0
11911,0
42452,1
29027,0
16328,0
32695,0
41048,0
20865,0
32158,0
6396,0
30571,0
28577,0
32599,0
39504,1
16091,0
23285,0
6083,1
42819,0
5514,0
29162,0
9550,1
5202,0
31844,0
41903,1
12336,0
22780,0
33031,0
25524,1
8476,0
25705,1
27805,1
13998,0
7696,0
5444,0
6014,0
16890,0
39125,0
11870,0
10301,0
33358,0
13664,0
13882,0
40099,0
8437,0
23545,1
29186,0
951,1
4576,0
13167,0
5346,0
2279,1
24993,0
667,1
32223,0
2924,0
34213,0
18324,0
23816,0
21743,0
3541,0
34556,1
39665,1
13500,0
3432,0
21504,1
36670,0
9186,0
40275,0
18603,0
11336,0
42023,1
10508,0
18448,0
3967,0
10139,0
1699,0
42729,0
30860,0
23601,0
25143,0
2576,0
11936,1
22849,0
32926,0
5232,1
39680,1
4454,1
16620,0
8025,0
17459,0
27967,1
38822,0
21467,0
36592,0
25752,0
40859,0
10263,0
33976,0
39021,0
27619,1
760,1
33660,1
41201,0
19861,1
26307,1
353,0
8278,1
5362,0
3600,0
19313,0
34009,0
30107,0
40737,0
31520,0
22838,0
37134,0
28514,0
27698,1
20737,0
18679,0
31672,0
7167,0
24081,0
41540,0
8359,0
14848,0
42827,0
38177,0
29826,0
5865,0
37500,0
37142,0
1856,0
1528,1
18641,0
1991,0
34347,0
9601,0
311,0
41013,0
34551,0
11948,0
16918,0
10781,1
41141,0
23950,0
8590,0
26272,0
5666,0
22790,0
9935,0
28542,0
23356,0
3233,0
10849,0
24297,0
20276,0
24236,0
32180,0
21614,0
40197,0
13649,0
20284,0
23750,0
9591,0
6080,1
31767,0
23704,0
36712,0
38977,0
3195,0
35170,0
35527,0
11022,0
15634,0
30120,0
7403,0
27900,0
12542,0
857,0
8990,0
9701,0
22390,0
39196,0
15699,0
39401,0
23067,0
36261,1
22934,1
25219,0
34960,0
22878,0
18605,0
7593,0
12309,0
2010,0
6924,1
35837,0
12101,0
41170,0
36601,0
43094,0
16773,0
10173,0
7099,0
35324,0
23311,0
27771,0
43002,0
42172,1
27488,0
8959,0
41133,0
12686,0
32964,0
20152,1
32783,0
15683,0
25961,0
5887,0
13922,0
19424,0
36304,1
3863,0
2051,0
20872,0
13802,0
21296,0
3604,0
21601,0
18260,0
18784,0
25132,1
12940,0
26340,0
5216,0
19753,1
27155,0
13315,1
40491,0
11546,0
3741,0
39560,1
29239,0
22267,0
23309,0
10380,0
3009,0
15495,0
21995,0
18269,0
23184,0
4319,0
37467,0
8416,0
1975,0
30420,0
5919,0
20290,0
38910,0
14162,0
22803,0
5724,0
38481,0
23596,0
38879,1
15175,0
4911,0
23629,0
29588,0
30028,0
5208,0
29865,0
35437,0
27607,1
34313,0
32000,0
26097,0
14254,0
5397,0
5494,0
38475,0
12957,0
37600,0
15509,0
23646,0
19237,0
25915,0
34789,0
9382,0
6872,1
29420,1
20760,0
14288,0
37097,0
18288,0
2567,0
22382,0
10029,0
1287,0
37254,0
27539,1
41604,0
37016,0
33396,0
20473,0
32067,0
11727,0
37173,0
4230,0
9445,0
2169,1
14566,0
35483,0
20200,0
13622,0
39952,0
40714,0
43060,0
29769,0
13238,0
17862,0
35628,1
37855,0
11261,0
25517,0
4817,0
24909,0
4421,1
13328,0
24127,0
18609,0
6422,0
30044,0
20136,1
6526,0
38416,0
17735,1
18516,0
43059,0
11168,0
19242,0
41234,0
13739,1
37252,0
36620,0
15584,0
3442,0
175,0
24067,0
24040,0
17977,0
35748,1
18217,0
41970,0
5511,0
33771,0
24097,0
32655,0
39247,0
9369,0
30295,0
18985,0
37398,0
30948,0
41811,0
34549,0
36455,0
17610,0
8,1
8853,1
27486,0
14357,0
2498,0
39458,0
15536,0
40161,0
4349,0
19721,0
38386,0
40065,0
12534,0
28288,0
26627,1
7583,0
11618,0
7729,0
9884,1
27121,0
8773,0
28424,0
42140,0
7222,0
20716,0
34521,0
27180,0
3605,0
40454,0
3499,0
24582,0
35410,0
1369,0
26254,0
24718,0
30425,0
2384,0
37715,0
40703,0
17319,0
26163,0
33168,0
2542,0
27108,0
19181,1
22048,0
1075,1
16213,0
10040,0
11958,0
29729,0
13627,0
35312,0
15127,0
35005,0
41474,0
15066,0
18104,0
9105,0
11861,0
37043,0
3502,0
29367,1
5472,0
15526,0
25458,0
789,1
28347,0
38449,0
7871,0
40640,0
27379,0
13301,0
12419,0
4721,0
15913,0
31078,0
16357,0
14612,0
11484,0
13555,0
14757,0
25471,0
4375,0
19190,0
19093,0
9611,1
23984,0
18563,0
42798,0
39308,0
5991,0
32036,0
22500,0
20044,0
33455,0
37161,0
31989,0
39255,0
39157,0
28691,0
13723,0
7845,0
10379,0
36074,0
30854,0
7123,0
41398,0
42038,0
23165,0
38278,0
1503,0
27167,0
1285,0
15696,0
28621,0
31498,0
27818,0
32327,0
29056,0
24868,0
3056,0
39369,1
4881,0
2038,1
38537,0
1860,0
38935,0
10797,0
28769,0
9444,0
25411,0
36783,0
20509,0
42513,0
5412,0
30514,0
3230,0
24157,0
31697,0
7018,0
38952,0
16488,1
34421,0
25217,0
35188,0
18102,1
26866,0
4692,0
38958,0
22655,0
34525,0
18007,1
7160,0
43022,0
39862,0
39142,0
13294,0
37634,0
24556,1
36439,0
11267,0
23543,1
4346,0
25013,0
15737,0
14186,0
23325,0
16632,0
125,0
19165,1
25932,0
34419,0
14192,0
38528,0
12928,0
470,1
18576,0
34966,0
16941,0
36390,0
20801,0
28174,0
22224,0
36396,0
30870,0
27037,1
27344,1
12611,0
42598,0
42934,0
32973,0
34033,0
41591,0
10087,0
30507,0
34533,0
24584,0
19799,1
36452,0
11266,0
22431,0
40349,0
4412,1
41841,1
6466,0
23878,0
18389,0
20968,0
9844,1
33865,1
27456,1
14542,0
26708,0
23818,0
17198,0
31887,0
38122,0
6746,0
25414,0
9967,0
35356,0
31230,0
16943,0
24968,0
1725,0
23994,0
8380,0
25504,0
42869,0
15535,0
24559,1
858,0
6914,1
30741,0
866,1
28965,1
14907,0
18274,0
6897,1
40616,0
21232,0
26507,0
18003,1
222,0
38198,0
2139,0
26439,0
4625,1
7087,0
41935,0
12983,0
11989,0
30180,0
39513,1
32637,0
25343,1
4753,0
34541,0
36600,0
20487,0
1865,0
6677,1
39454,0
35606,0
21738,0
3823,0
17413,0
17357,0
30088,0
18625,0
22329,1
4162,0
892,0
37403,0
3636,0
29940,0
9856,1
5383,0
12674,0
6733,0
35114,0
39146,0
31529,0
1142,0
2197,1
42410,0
6614,0
38172,0
9582,0
17812,1
28098,0
28997,0
21596,0
8259,1
36437,0
72,0
24780,1
19539,0
37946,0
12613,0
31462,0
19292,0
22207,0
36220,0
14911,0
1773,1
1971,0
22149,0
7772,0
31519,0
39741,0
36547,1
1937,0
2504,1
19568,0
22525,1
1786,1
35405,0
34758,0
4137,0
39972,0
16250,0
20020,0
30335,0
41445,0
42139,1
5197,0
1363,0
28245,0
39661,1
37071,0
13075,0
34498,0
35588,0
37922,0
1890,0
25719,0
14758,0
1171,0
34969,0
41416,0
